slug,card_name,id,num_copies,url_ering,valid_ering,url_efnet,scraped
a-feint-plan,A Feint Plan,68170903,3,https://edisonrul.ing/cards/a/a-feint-plan.html,True,https://edisonformat.net/card?name=A%20Feint%20Plan,False
a-hero-emerges,A Hero Emerges,21597117,3,https://edisonrul.ing/cards/a/a-hero-emerges.html,True,https://edisonformat.net/card?name=A%20Hero%20Emerges,False
a-legendary-ocean,A Legendary Ocean,295517,3,https://edisonrul.ing/cards/a/a-legendary-ocean.html,True,https://edisonformat.net/card?name=A%20Legendary%20Ocean,False
a-major-upset,A Major Upset,32207100,3,https://edisonrul.ing/cards/a/a-major-upset.html,False,https://edisonformat.net/card?name=A%20Major%20Upset,False
a-man-with-wdjat,A Man with Wdjat,51351302,3,https://edisonrul.ing/cards/a/a-man-with-wdjat.html,True,https://edisonformat.net/card?name=A%20Man%20with%20Wdjat,False
a-rival-appears,A Rival Appears!,5728014,3,https://edisonrul.ing/cards/a/a-rival-appears.html,True,https://edisonformat.net/card?name=A%20Rival%20Appears,False
a-team-trap-disposal-unit,A-Team: Trap Disposal Unit,13026402,3,https://edisonrul.ing/cards/a/a-team-trap-disposal-unit.html,True,https://edisonformat.net/card?name=A-Team%20Trap%20Disposal%20Unit,False
a-wingbeat-of-giant-dragon,A Wingbeat of Giant Dragon,28596933,3,https://edisonrul.ing/cards/a/a-wingbeat-of-giant-dragon.html,True,https://edisonformat.net/card?name=A%20Wingbeat%20of%20Giant%20Dragon,False
abaki,Abaki,12694768,3,https://edisonrul.ing/cards/a/abaki.html,False,https://edisonformat.net/card?name=Abaki,False
abare-ushioni,Abare Ushioni,89718302,3,https://edisonrul.ing/cards/a/abare-ushioni.html,True,https://edisonformat.net/card?name=Abare%20Ushioni,False
absolute-end,Absolute End,27744077,3,https://edisonrul.ing/cards/a/absolute-end.html,True,https://edisonformat.net/card?name=Absolute%20End,False
absorbing-kid-from-the-sky,Absorbing Kid from the Sky,49771608,3,https://edisonrul.ing/cards/a/absorbing-kid-from-the-sky.html,True,https://edisonformat.net/card?name=Absorbing%20Kid%20from%20the%20Sky,False
abyss-soldier,Abyss Soldier,18318842,3,https://edisonrul.ing/cards/a/abyss-soldier.html,False,https://edisonformat.net/card?name=Abyss%20Soldier,False
abyssal-designator,Abyssal Designator,89801755,3,https://edisonrul.ing/cards/a/abyssal-designator.html,True,https://edisonformat.net/card?name=Abyssal%20Designator,False
abyssal-kingshark,Abyssal Kingshark,44223284,3,https://edisonrul.ing/cards/a/abyssal-kingshark.html,False,https://edisonformat.net/card?name=Abyssal%20Kingshark,False
accumulated-fortune,Accumulated Fortune,98444741,3,https://edisonrul.ing/cards/a/accumulated-fortune.html,False,https://edisonformat.net/card?name=Accumulated%20Fortune,False
acid-rain,Acid Rain,21323861,3,https://edisonrul.ing/cards/a/acid-rain.html,False,https://edisonformat.net/card?name=Acid%20Rain,False
acid-trap-hole,Acid Trap Hole,41356845,3,https://edisonrul.ing/cards/a/acid-trap-hole.html,True,https://edisonformat.net/card?name=Acid%20Trap%20Hole,False
acidic-downpour,Acidic Downpour,35956022,3,https://edisonrul.ing/cards/a/acidic-downpour.html,False,https://edisonformat.net/card?name=Acidic%20Downpour,False
acrobat-monkey,Acrobat Monkey,47372349,3,https://edisonrul.ing/cards/a/acrobat-monkey.html,False,https://edisonformat.net/card?name=Acrobat%20Monkey,False
adhesion-trap-hole,Adhesion Trap Hole,62325062,3,https://edisonrul.ing/cards/a/adhesion-trap-hole.html,True,https://edisonformat.net/card?name=Adhesion%20Trap%20Hole,False
adhesive-explosive,Adhesive Explosive,53828396,3,https://edisonrul.ing/cards/a/adhesive-explosive.html,True,https://edisonformat.net/card?name=Adhesive%20Explosive,False
advance-draw,Advance Draw,51630558,3,https://edisonrul.ing/cards/a/advance-draw.html,True,https://edisonformat.net/card?name=Advance%20Draw,False
advance-force,Advance Force,38589847,3,https://edisonrul.ing/cards/a/advance-force.html,True,https://edisonformat.net/card?name=Advance%20Force,False
advanced-ritual-art,Advanced Ritual Art,46052429,1,https://edisonrul.ing/cards/a/advanced-ritual-art.html,True,https://edisonformat.net/card?name=Advanced%20Ritual%20Art,False
aegis-of-gaia,Aegis of Gaia,47060347,3,https://edisonrul.ing/cards/a/aegis-of-gaia.html,False,https://edisonformat.net/card?name=Aegis%20of%20Gaia,False
aegis-of-the-ocean-dragon-lord,Aegis of the Ocean Dragon Lord,7935043,3,https://edisonrul.ing/cards/a/aegis-of-the-ocean-dragon-lord.html,True,https://edisonformat.net/card?name=Aegis%20of%20the%20Ocean%20Dragon%20Lord,False
after-the-struggle,After the Struggle,25345186,3,https://edisonrul.ing/cards/a/after-the-struggle.html,True,https://edisonformat.net/card?name=After%20the%20Struggle,False
against-the-wind,Against the Wind,64952266,3,https://edisonrul.ing/cards/a/against-the-wind.html,True,https://edisonformat.net/card?name=Against%20the%20Wind,False
agido,Agido,16135253,3,https://edisonrul.ing/cards/a/agido.html,True,https://edisonformat.net/card?name=Agido,False
airknight-parshath,Airknight Parshath,18036057,3,https://edisonrul.ing/cards/a/airknight-parshath.html,True,https://edisonformat.net/card?name=Airknight%20Parshath,False
aitsu,Aitsu,48202661,3,https://edisonrul.ing/cards/a/aitsu.html,False,https://edisonformat.net/card?name=Aitsu,False
alchemist-of-black-spells,Alchemist of Black Spells,78121572,3,https://edisonrul.ing/cards/a/alchemist-of-black-spells.html,False,https://edisonformat.net/card?name=Alchemist%20of%20Black%20Spells,False
alchemy-cycle,Alchemy Cycle,65384019,3,https://edisonrul.ing/cards/a/alchemy-cycle.html,True,https://edisonformat.net/card?name=Alchemy%20Cycle,False
alien-ammonite,Alien Ammonite,652362,3,https://edisonrul.ing/cards/a/alien-ammonite.html,True,https://edisonformat.net/card?name=Alien%20Ammonite,False
alien-brain,Alien Brain,17490535,3,https://edisonrul.ing/cards/a/alien-brain.html,True,https://edisonformat.net/card?name=Alien%20Brain,False
alien-dog,Alien Dog,15475415,3,https://edisonrul.ing/cards/a/alien-dog.html,True,https://edisonformat.net/card?name=Alien%20Dog,False
alien-grey,Alien Grey,62437709,3,https://edisonrul.ing/cards/a/alien-grey.html,True,https://edisonformat.net/card?name=Alien%20Grey,False
alien-hunter,Alien Hunter,62315111,3,https://edisonrul.ing/cards/a/alien-hunter.html,True,https://edisonformat.net/card?name=Alien%20Hunter,False
alien-hypno,Alien Hypno,38468214,3,https://edisonrul.ing/cards/a/alien-hypno.html,True,https://edisonformat.net/card?name=Alien%20Hypno,False
alien-infiltrator,Alien Infiltrator,76573247,3,https://edisonrul.ing/cards/a/alien-infiltrator.html,False,https://edisonformat.net/card?name=Alien%20Infiltrator,False
alien-kid,Alien Kid,64160836,3,https://edisonrul.ing/cards/a/alien-kid.html,True,https://edisonformat.net/card?name=Alien%20Kid,False
alien-mars,Alien Mars,99532708,3,https://edisonrul.ing/cards/a/alien-mars.html,True,https://edisonformat.net/card?name=Alien%20Mars,False
alien-mother,Alien Mother,24104865,3,https://edisonrul.ing/cards/a/alien-mother.html,True,https://edisonformat.net/card?name=Alien%20Mother,False
alien-overlord,Alien Overlord,63253763,3,https://edisonrul.ing/cards/a/alien-overlord.html,True,https://edisonformat.net/card?name=Alien%20Overlord,False
alien-psychic,Alien Psychic,58012107,3,https://edisonrul.ing/cards/a/alien-psychic.html,False,https://edisonformat.net/card?name=Alien%20Psychic,False
alien-shocktrooper,Alien Shocktrooper,97127906,3,https://edisonrul.ing/cards/a/alien-shocktrooper.html,False,https://edisonformat.net/card?name=Alien%20Shocktrooper,False
alien-skull,Alien Skull,25920413,3,https://edisonrul.ing/cards/a/alien-skull.html,False,https://edisonformat.net/card?name=Alien%20Skull,False
alien-telepath,Alien Telepath,91070115,3,https://edisonrul.ing/cards/a/alien-telepath.html,False,https://edisonformat.net/card?name=Alien%20Telepath,False
alien-warrior,Alien Warrior,98719226,3,https://edisonrul.ing/cards/a/alien-warrior.html,False,https://edisonformat.net/card?name=Alien%20Warrior,False
all-out-attacks,All-Out Attacks,30834988,3,https://edisonrul.ing/cards/a/all-out-attacks.html,True,https://edisonformat.net/card?name=All-Out%20Attacks,False
allure-of-darkness,Allure of Darkness,01475311,1,https://edisonrul.ing/cards/a/allure-of-darkness.html,False,https://edisonformat.net/card?name=Allure%20of%20Darkness,False
allure-queen-lv3,Allure Queen LV3,87257460,3,https://edisonrul.ing/cards/a/allure-queen-lv3.html,True,https://edisonformat.net/card?name=Allure%20Queen%20LV3,False
allure-queen-lv5,Allure Queen LV5,23756165,3,https://edisonrul.ing/cards/a/allure-queen-lv5.html,True,https://edisonformat.net/card?name=Allure%20Queen%20LV5,False
allure-queen-lv7,Allure Queen LV7,50140163,3,https://edisonrul.ing/cards/a/allure-queen-lv7.html,True,https://edisonformat.net/card?name=Allure%20Queen%20LV7,False
ally-of-justice-catastor,Ally of Justice Catastor,26593852,3,https://edisonrul.ing/cards/a/ally-of-justice-catastor.html,True,https://edisonformat.net/card?name=Ally%20of%20Justice%20Catastor,False
ally-of-justice-clausolas,Ally of Justice Clausolas,89386122,3,https://edisonrul.ing/cards/a/ally-of-justice-clausolas.html,False,https://edisonformat.net/card?name=Ally%20of%20Justice%20Clausolas,False
ally-of-justice-garadholg,Ally of Justice Garadholg,25771826,3,https://edisonrul.ing/cards/a/ally-of-justice-garadholg.html,False,https://edisonformat.net/card?name=Ally%20of%20Justice%20Garadholg,False
ally-of-justice-rudra,Ally of Justice Rudra,52265835,3,https://edisonrul.ing/cards/a/ally-of-justice-rudra.html,False,https://edisonformat.net/card?name=Ally%20of%20Justice%20Rudra,False
alpha-the-magnet-warrior,Alpha The Magnet Warrior,99785935,3,https://edisonrul.ing/cards/a/alpha-the-magnet-warrior.html,False,https://edisonformat.net/card?name=Alpha%20The%20Magnet%20Warrior,False
altar-for-tribute,Altar for Tribute,21070956,3,https://edisonrul.ing/cards/a/altar-for-tribute.html,True,https://edisonformat.net/card?name=Altar%20for%20Tribute,False
amazon-of-the-seas,Amazon of the Seas,17968114,3,https://edisonrul.ing/cards/a/amazon-of-the-seas.html,False,https://edisonformat.net/card?name=Amazon%20of%20the%20Seas,False
amazoness-archer,Amazoness Archer,91869203,3,https://edisonrul.ing/cards/a/amazoness-archer.html,False,https://edisonformat.net/card?name=Amazoness%20Archer,False
amazoness-archers,Amazoness Archers,67987611,3,https://edisonrul.ing/cards/a/amazoness-archers.html,True,https://edisonformat.net/card?name=Amazoness%20Archers,False
amazoness-blowpiper,Amazoness Blowpiper,73574678,3,https://edisonrul.ing/cards/a/amazoness-blowpiper.html,True,https://edisonformat.net/card?name=Amazoness%20Blowpiper,False
amazoness-chain-master,Amazoness Chain Master,29654737,3,https://edisonrul.ing/cards/a/amazoness-chain-master.html,True,https://edisonformat.net/card?name=Amazoness%20Chain%20Master,False
amazoness-fighter,Amazoness Fighter,55821894,3,https://edisonrul.ing/cards/a/amazoness-fighter.html,True,https://edisonformat.net/card?name=Amazoness%20Fighter,False
amazoness-paladin,Amazoness Paladin,47480070,3,https://edisonrul.ing/cards/a/amazoness-paladin.html,True,https://edisonformat.net/card?name=Amazoness%20Paladin,False
amazoness-spellcaster,Amazoness Spellcaster,81325903,3,https://edisonrul.ing/cards/a/amazoness-spellcaster.html,True,https://edisonformat.net/card?name=Amazoness%20Spellcaster,False
amazoness-swords-woman,Amazoness Swords Woman,94004268,3,https://edisonrul.ing/cards/a/amazoness-swords-woman.html,True,https://edisonformat.net/card?name=Amazoness%20Swords%20Woman,False
amazoness-tiger,Amazoness Tiger,10979723,3,https://edisonrul.ing/cards/a/amazoness-tiger.html,True,https://edisonformat.net/card?name=Amazoness%20Tiger,False
ambulance-rescueroid,Ambulance Rescueroid,98927491,3,https://edisonrul.ing/cards/a/ambulance-rescueroid.html,False,https://edisonformat.net/card?name=Ambulance%20Rescueroid,False
ambulanceroid,Ambulanceroid,36378213,3,https://edisonrul.ing/cards/a/ambulanceroid.html,True,https://edisonformat.net/card?name=Ambulanceroid,False
ambush-fangs,Ambush Fangs,77972406,3,https://edisonrul.ing/cards/a/ambush-fangs.html,True,https://edisonformat.net/card?name=Ambush%20Fangs,False
ameba,Ameba,95174353,3,https://edisonrul.ing/cards/a/ameba.html,True,https://edisonformat.net/card?name=Ameba,False
amphibian-beast,Amphibian Beast,67371383,3,https://edisonrul.ing/cards/a/amphibian-beast.html,False,https://edisonformat.net/card?name=Amphibian%20Beast,False
amphibious-bugroth,Amphibious Bugroth,40173854,3,https://edisonrul.ing/cards/a/amphibious-bugroth.html,False,https://edisonformat.net/card?name=Amphibious%20Bugroth,False
amphibious-bugroth-mk-3,Amphibious Bugroth MK-3,64342551,3,https://edisonrul.ing/cards/a/amphibious-bugroth-mk-3.html,True,https://edisonformat.net/card?name=Amphibious%20Bugroth%20MK-3,False
amplifier,Amplifier,303660,3,https://edisonrul.ing/cards/a/amplifier.html,True,https://edisonformat.net/card?name=Amplifier,False
amulet-of-ambition,Amulet of Ambition,5183693,3,https://edisonrul.ing/cards/a/amulet-of-ambition.html,True,https://edisonformat.net/card?name=Amulet%20of%20Ambition,False
an-owl-of-luck,An Owl of Luck,23927567,3,https://edisonrul.ing/cards/a/an-owl-of-luck.html,True,https://edisonformat.net/card?name=An%20Owl%20of%20Luck,False
an-unfortunate-report,An Unfortunate Report,19763315,3,https://edisonrul.ing/cards/a/an-unfortunate-report.html,True,https://edisonformat.net/card?name=An%20Unfortunate%20Report,False
ancient-brain,Ancient Brain,42431843,3,https://edisonrul.ing/cards/a/ancient-brain.html,False,https://edisonformat.net/card?name=Ancient%20Brain,False
ancient-city-rainbow-ruins,Ancient City - Rainbow Ruins,34487429,3,https://edisonrul.ing/cards/a/ancient-city-rainbow-ruins.html,True,https://edisonformat.net/card?name=Ancient%20City%20-%20Rainbow%20Ruins,False
ancient-crimson-ape,Ancient Crimson Ape,50781944,3,https://edisonrul.ing/cards/a/ancient-crimson-ape.html,True,https://edisonformat.net/card?name=Ancient%20Crimson%20Ape,False
ancient-elf,Ancient Elf,93221206,3,https://edisonrul.ing/cards/a/ancient-elf.html,False,https://edisonformat.net/card?name=Ancient%20Elf,False
ancient-fairy-dragon,Ancient Fairy Dragon,25862681,3,https://edisonrul.ing/cards/a/ancient-fairy-dragon.html,True,https://edisonformat.net/card?name=Ancient%20Fairy%20Dragon,False
ancient-forest,Ancient Forest,87624166,3,https://edisonrul.ing/cards/a/ancient-forest.html,True,https://edisonformat.net/card?name=Ancient%20Forest,False
ancient-gear,Ancient Gear,31557782,3,https://edisonrul.ing/cards/a/ancient-gear.html,True,https://edisonformat.net/card?name=Ancient%20Gear,False
ancient-gear-beast,Ancient Gear Beast,10509340,3,https://edisonrul.ing/cards/a/ancient-gear-beast.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Beast,False
ancient-gear-cannon,Ancient Gear Cannon,80045583,3,https://edisonrul.ing/cards/a/ancient-gear-cannon.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Cannon,False
ancient-gear-castle,Ancient Gear Castle,92001300,3,https://edisonrul.ing/cards/a/ancient-gear-castle.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Castle,False
ancient-gear-drill,Ancient Gear Drill,67829249,3,https://edisonrul.ing/cards/a/ancient-gear-drill.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Drill,False
ancient-gear-engineer,Ancient Gear Engineer,1953925,3,https://edisonrul.ing/cards/a/ancient-gear-engineer.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Engineer,False
ancient-gear-explosive,Ancient Gear Explosive,4446672,3,https://edisonrul.ing/cards/a/ancient-gear-explosive.html,False,https://edisonformat.net/card?name=Ancient%20Gear%20Explosive,False
ancient-gear-factory,Ancient Gear Factory,30435145,3,https://edisonrul.ing/cards/a/ancient-gear-factory.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Factory,False
ancient-gear-fist,Ancient Gear Fist,40830387,3,https://edisonrul.ing/cards/a/ancient-gear-fist.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Fist,False
ancient-gear-gadjiltron-chimera,Ancient Gear Gadjiltron Chimera,86321248,3,https://edisonrul.ing/cards/a/ancient-gear-gadjiltron-chimera.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Gadjiltron%20Chimera,False
ancient-gear-gadjiltron-dragon,Ancient Gear Gadjiltron Dragon,50933533,3,https://edisonrul.ing/cards/a/ancient-gear-gadjiltron-dragon.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Gadjiltron%20Dragon,False
ancient-gear-golem,Ancient Gear Golem,83104731,3,https://edisonrul.ing/cards/a/ancient-gear-golem.html,True,https://edisonformat.net/card?name=Ancient%20Gear%20Golem,False
ancient-gear-knight,Ancient Gear Knight,39303359,3,https://edisonrul.ing/cards/a/ancient-gear-knight.html,False,https://edisonformat.net/card?name=Ancient%20Gear%20Knight,False
ancient-gear-soldier,Ancient Gear Soldier,56094445,3,https://edisonrul.ing/cards/a/ancient-gear-soldier.html,False,https://edisonformat.net/card?name=Ancient%20Gear%20Soldier,False
ancient-gear-tank,Ancient Gear Tank,37457534,3,https://edisonrul.ing/cards/a/ancient-gear-tank.html,False,https://edisonformat.net/card?name=Ancient%20Gear%20Tank,False
ancient-gear-workshop,Ancient Gear Workshop,59811955,3,https://edisonrul.ing/cards/a/ancient-gear-workshop.html,False,https://edisonformat.net/card?name=Ancient%20Gear%20Workshop,False
ancient-lamp,Ancient Lamp,54912977,3,https://edisonrul.ing/cards/a/ancient-lamp.html,False,https://edisonformat.net/card?name=Ancient%20Lamp,False
ancient-leaf,Ancient Leaf,11830996,3,https://edisonrul.ing/cards/a/ancient-leaf.html,True,https://edisonformat.net/card?name=Ancient%20Leaf,False
ancient-lizard-warrior,Ancient Lizard Warrior,43230671,3,https://edisonrul.ing/cards/a/ancient-lizard-warrior.html,False,https://edisonformat.net/card?name=Ancient%20Lizard%20Warrior,False
ancient-one-of-the-deep-forest,Ancient One of the Deep Forest,14015067,3,https://edisonrul.ing/cards/a/ancient-one-of-the-deep-forest.html,False,https://edisonformat.net/card?name=Ancient%20One%20of%20the%20Deep%20Forest,False
ancient-rules,Ancient Rules,10667321,3,https://edisonrul.ing/cards/a/ancient-rules.html,True,https://edisonformat.net/card?name=Ancient%20Rules,False
ancient-sacred-wyvern,Ancient Sacred Wyvern,25958491,3,https://edisonrul.ing/cards/a/ancient-sacred-wyvern.html,True,https://edisonformat.net/card?name=Ancient%20Sacred%20Wyvern,False
ancient-telescope,Ancient Telescope,17092736,3,https://edisonrul.ing/cards/a/ancient-telescope.html,False,https://edisonformat.net/card?name=Ancient%20Telescope,False
andro-sphinx,Andro Sphinx,15013468,3,https://edisonrul.ing/cards/a/andro-sphinx.html,True,https://edisonformat.net/card?name=Andro%20Sphinx,False
angel-o7,Angel O7,56784842,3,https://edisonrul.ing/cards/a/angel-o7.html,True,https://edisonformat.net/card?name=Angel%20O7,False
ansatsu,Ansatsu,48365709,3,https://edisonrul.ing/cards/a/ansatsu.html,False,https://edisonformat.net/card?name=Ansatsu,False
ante,Ante,34236961,3,https://edisonrul.ing/cards/a/ante.html,True,https://edisonformat.net/card?name=Ante,False
anteatereatingant,Anteatereatingant,13250922,3,https://edisonrul.ing/cards/a/anteatereatingant.html,True,https://edisonformat.net/card?name=Anteatereatingant,False
anti-aircraft-flower,Anti-Aircraft Flower,65064143,3,https://edisonrul.ing/cards/a/anti-aircraft-flower.html,True,https://edisonformat.net/card?name=Anti-Aircraft%20Flower,False
anti-fusion-device,Anti-Fusion Device,72150572,3,https://edisonrul.ing/cards/a/anti-fusion-device.html,True,https://edisonformat.net/card?name=Anti-Fusion%20Device,False
anti-raigeki,Anti Raigeki,42364257,3,https://edisonrul.ing/cards/a/anti-raigeki.html,False,https://edisonformat.net/card?name=Anti%20Raigeki,False
anti-spell,Anti-Spell,53112492,3,https://edisonrul.ing/cards/a/anti-spell.html,True,https://edisonformat.net/card?name=Anti-Spell,False
anti-spell-fragrance,Anti-Spell Fragrance,58921041,3,https://edisonrul.ing/cards/a/anti-spell-fragrance.html,True,https://edisonformat.net/card?name=Anti-Spell%20Fragrance,False
apocatequil,Apocatequil,41158734,3,https://edisonrul.ing/cards/a/apocatequil.html,True,https://edisonformat.net/card?name=Apocatequil,False
appointer-of-the-red-lotus,Appointer of the Red Lotus,43262273,3,https://edisonrul.ing/cards/a/appointer-of-the-red-lotus.html,True,https://edisonformat.net/card?name=Appointer%20of%20the%20Red%20Lotus,False
apprentice-magician,Apprentice Magician,9156135,3,https://edisonrul.ing/cards/a/apprentice-magician.html,True,https://edisonformat.net/card?name=Apprentice%20Magician,False
appropriate,Appropriate,48539234,3,https://edisonrul.ing/cards/a/appropriate.html,True,https://edisonformat.net/card?name=Appropriate,False
aqua-chorus,Aqua Chorus,95132338,3,https://edisonrul.ing/cards/a/aqua-chorus.html,False,https://edisonformat.net/card?name=Aqua%20Chorus,False
aqua-dragon,Aqua Dragon,86164529,3,https://edisonrul.ing/cards/a/aqua-dragon.html,False,https://edisonformat.net/card?name=Aqua%20Dragon,False
aqua-madoor,Aqua Madoor,85639257,3,https://edisonrul.ing/cards/a/aqua-madoor.html,False,https://edisonformat.net/card?name=Aqua%20Madoor,False
aqua-spirit,Aqua Spirit,40916023,3,https://edisonrul.ing/cards/a/aqua-spirit.html,False,https://edisonformat.net/card?name=Aqua%20Spirit,False
aquarian-alessa,Aquarian Alessa,22377815,3,https://edisonrul.ing/cards/a/aquarian-alessa.html,False,https://edisonformat.net/card?name=Aquarian%20Alessa,False
arcana-call,Arcana Call,99189322,3,https://edisonrul.ing/cards/a/arcana-call.html,True,https://edisonformat.net/card?name=Arcana%20Call,False
arcana-force-0-the-fool,Arcana Force 0 - The Fool,62892347,3,https://edisonrul.ing/cards/a/arcana-force-0-the-fool.html,False,https://edisonformat.net/card?name=Arcana%20Force%200%20-%20The%20Fool,False
arcana-force-ex-the-dark-ruler,Arcana Force EX - The Dark Ruler,69831560,3,https://edisonrul.ing/cards/a/arcana-force-ex-the-dark-ruler.html,True,https://edisonformat.net/card?name=Arcana%20Force%20EX%20-%20The%20Dark%20Ruler,False
arcana-force-ex-the-light-ruler,Arcana Force EX - The Light Ruler,5861892,3,https://edisonrul.ing/cards/a/arcana-force-ex-the-light-ruler.html,True,https://edisonformat.net/card?name=Arcana%20Force%20EX%20-%20The%20Light%20Ruler,False
arcana-force-i-the-magician,Arcana Force I - The Magician,8396952,3,https://edisonrul.ing/cards/a/arcana-force-i-the-magician.html,True,https://edisonformat.net/card?name=Arcana%20Force%20I%20-%20The%20Magician,False
arcana-force-iii-the-empress,Arcana Force III - The Empress,35781051,3,https://edisonrul.ing/cards/a/arcana-force-iii-the-empress.html,False,https://edisonformat.net/card?name=Arcana%20Force%20III%20-%20The%20Empress,False
arcana-force-iv-the-emperor,Arcana Force IV - The Emperor,61175706,3,https://edisonrul.ing/cards/a/arcana-force-iv-the-emperor.html,False,https://edisonformat.net/card?name=Arcana%20Force%20IV%20-%20The%20Emperor,False
arcana-force-vi-the-lovers,Arcana Force VI - The Lovers,97574404,3,https://edisonrul.ing/cards/a/arcana-force-vi-the-lovers.html,False,https://edisonformat.net/card?name=Arcana%20Force%20VI%20-%20The%20Lovers,False
arcana-force-vii-the-chariot,Arcana Force VII - The Chariot,34568403,3,https://edisonrul.ing/cards/a/arcana-force-vii-the-chariot.html,True,https://edisonformat.net/card?name=Arcana%20Force%20VII%20-%20The%20Chariot,False
arcana-force-xiv-temperance,Arcana Force XIV - Temperance,60953118,3,https://edisonrul.ing/cards/a/arcana-force-xiv-temperance.html,True,https://edisonformat.net/card?name=Arcana%20Force%20XIV%20-%20Temperance,False
arcana-force-xviii-the-moon,Arcana Force XVIII - The Moon,97452817,3,https://edisonrul.ing/cards/a/arcana-force-xviii-the-moon.html,True,https://edisonformat.net/card?name=Arcana%20Force%20XVIII%20-%20The%20Moon,False
arcana-force-xxi-the-world,Arcana Force XXI - The World,23846921,3,https://edisonrul.ing/cards/a/arcana-force-xxi-the-world.html,True,https://edisonformat.net/card?name=Arcana%20Force%20XXI%20-%20The%20World,False
arcana-knight-joker,Arcana Knight Joker,6150044,3,https://edisonrul.ing/cards/a/arcana-knight-joker.html,True,https://edisonformat.net/card?name=Arcana%20Knight%20Joker,False
arcane-apprentice,Arcane Apprentice,40048324,3,https://edisonrul.ing/cards/a/arcane-apprentice.html,False,https://edisonformat.net/card?name=Arcane%20Apprentice,False
arcane-archer-of-the-forest,Arcane Archer of the Forest,55001420,3,https://edisonrul.ing/cards/a/arcane-archer-of-the-forest.html,True,https://edisonformat.net/card?name=Arcane%20Archer%20of%20the%20Forest,False
arcane-barrier,Arcane Barrier,17896384,3,https://edisonrul.ing/cards/a/arcane-barrier.html,True,https://edisonformat.net/card?name=Arcane%20Barrier,False
arcanite-magician,Arcanite Magician,31924889,3,https://edisonrul.ing/cards/a/arcanite-magician.html,True,https://edisonformat.net/card?name=Arcanite%20Magician,False
arcanite-magicianassault-mode,Arcanite Magician/Assault Mode,14553285,3,https://edisonrul.ing/cards/a/arcanite-magicianassault-mode.html,False,https://edisonformat.net/card?name=Arcanite%20MagicianAssault%20Mode,False
archfiend-general,Archfiend General,48675364,3,https://edisonrul.ing/cards/a/archfiend-general.html,True,https://edisonformat.net/card?name=Archfiend%20General,False
archfiend-marmot-of-nefariousness,Archfiend Marmot of Nefariousness,75889523,3,https://edisonrul.ing/cards/a/archfiend-marmot-of-nefariousness.html,False,https://edisonformat.net/card?name=Archfiend%20Marmot%20of%20Nefariousness,False
